0.00;0.00;0.00;0.00;0.00;
0.00;0.00;0.00;0.00;0.00;
0.00;0.00;0.00;0.00;0.00;
0.01;0.00;0.01;0.00;0.01;
0.01;0.01;0.00;0.01;0.00;
0.01;0.02;0.00;0.00;0.01;
0.02;0.01;0.01;0.03;0.03;
0.03;0.01;0.03;0.00;0.03;
0.01;0.04;0.03;0.03;0.03;
0.05;0.05;0.01;0.05;0.04;
0.02;0.06;0.05;0.04;0.03;
0.01;0.07;0.07;0.05;0.03;
0.03;0.00;0.06;0.00;0.34;
0.01;0.06;0.11;0.11;0.11;
0.13;0.05;0.06;0.13;0.12;
0.07;0.03;0.15;0.14;0.12;
0.05;0.09;0.09;0.01;0.11;
0.19;0.15;0.13;0.18;0.12;
0.17;0.22;0.20;0.20;0.19;
0.13;0.22;0.24;0.13;0.24;
0.16;0.05;0.08;0.58;0.17;
0.19;0.26;0.26;0.18;0.26;
0.31;0.12;0.07;0.24;0.15;
0.27;0.10;0.00;0.28;0.30;
0.14;0.30;0.08;0.36;0.17;
0.33;0.12;0.35;0.09;0.19;
0.05;0.39;0.09;0.33;0.20;
0.39;0.03;0.11;0.62;0.09;
0.10;0.40;0.29;0.44;0.46;
0.36;0.29;0.48;0.26;0.08;
0.36;0.51;0.50;0.49;0.40;
0.38;0.53;0.55;0.50;0.49;
0.33;0.58;0.53;0.59;0.38;
0.02;0.06;0.40;0.46;1.28;
0.42;0.00;0.49;0.42;0.49;
0.38;0.30;0.25;0.06;0.58;
0.08;0.79;0.69;0.78;0.75;
0.80;0.75;0.73;0.60;0.71;
0.06;0.27;0.84;0.28;0.26;
0.04;0.80;0.43;0.09;0.44;
0.48;0.78;0.36;0.12;0.26;
1.02;0.84;0.30;1.06;0.80;
0.73;0.69;0.33;0.22;1.13;
0.40;0.43;1.18;0.30;0.17;
0.51;1.14;0.38;0.81;0.86;
0.18;0.17;1.29;0.76;0.49;
0.05;1.12;1.31;0.98;1.13;
1.12;0.94;0.39;1.15;0.53;
0.98;1.26;1.16;1.36;1.10;
1.34;0.37;1.43;0.69;1.14;
1.44;1.33;1.49;1.57;1.56;
1.63;1.14;0.69;1.61;0.93;
1.18;0.90;1.71;0.32;1.54;
1.59;1.36;0.26;1.10;0.87;
1.37;1.36;1.06;0.60;0.68;
1.22;1.05;0.95;0.34;1.29;
0.75;1.20;1.36;0.50;0.32;
1.34;1.14;1.31;1.15;1.08;
1.45;0.90;1.52;0.61;0.79;
0.74;1.26;0.82;0.96;1.60;
0.61;0.61;1.21;1.63;1.44;
1.42;1.62;1.37;1.81;1.88;
1.00;0.91;1.25;0.87;1.55;
1.85;1.77;1.91;1.45;1.76;
0.98;1.90;1.39;1.68;0.67;
1.44;0.06;0.84;0.59;1.42;
1.66;1.68;1.91;1.68;1.81;
1.96;0.96;0.07;1.60;1.00;
2.04;2.32;1.72;1.52;1.46;
1.79;0.62;1.37;1.09;2.16;
2.07;2.14;2.13;0.50;2.21;
1.95;2.21;1.56;1.54;1.38;
2.17;2.22;1.94;2.18;2.31;
2.34;2.22;2.37;2.18;0.41;
2.25;1.72;2.38;1.14;1.25;
1.61;0.31;2.02;2.30;2.52;
2.45;2.57;1.76;2.05;2.53;
2.60;2.64;2.65;2.26;0.61;
2.56;2.35;2.24;2.81;3.00;
2.59;0.35;1.22;0.81;2.00;
2.40;2.44;2.22;1.03;1.36;
0.76;1.58;2.59;2.71;2.34;
0.10;1.86;2.61;1.28;1.36;
3.13;1.36;0.90;3.09;3.04;
2.94;1.46;3.13;3.06;0.33;
2.24;2.60;2.16;2.95;2.41;
0.51;3.11;3.11;2.58;3.04;
1.84;1.75;1.14;2.60;2.39;
3.20;2.48;3.38;2.22;2.28;
3.30;2.89;3.45;2.23;1.50;
0.92;1.32;3.51;1.29;0.40;
1.89;3.51;3.20;3.48;0.16;
2.86;1.83;2.32;3.43;1.40;
2.89;3.76;2.98;3.42;3.26;
3.25;2.50;3.25;1.19;4.01;
3.57;1.35;0.81;2.90;3.83;
3.76;3.69;0.97;9.03;1.24;
2.26;3.82;3.20;2.87;3.41;
4.09;3.42;4.09;1.22;0.35;
3.33;1.26;1.88;4.22;3.84;
